Date,Open,Volume,Close,month,day,quarter,lag_1,lag_2,MA,M_STD
2006-06-27,4.418757595781176,9826000.0,4.401082515716553,6,1,2,4.418757915496826,4.401702880859375,4.312140798568725,0.14107785382250132
2006-06-28,4.358291015130757,8756000.0,4.368524074554443,6,2,2,4.401082515716553,4.418757915496826,4.320962810516358,0.13795109273881018
2006-06-29,4.367591779973142,14470000.0,4.465269565582275,6,3,2,4.368524074554443,4.401082515716553,4.32942050298055,0.13254730395964232
2006-06-30,4.432710007989458,25964000.0,4.465269565582275,6,4,2,4.465269565582275,4.368524074554443,4.341824007034302,0.12696965165878232
2006-07-01,4.440462040542156,19652333.333333332,4.443563143412272,7,5,3,4.465269565582275,4.465269565582275,4.351312716801961,0.1251295473964108
2006-07-02,4.448214073094856,13340666.666666666,4.421856721242269,7,6,3,4.443563143412272,4.465269565582275,4.352108611000909,0.1256542730635928
2006-07-03,4.455966105647554,7029000.0,4.400150299072266,7,0,3,4.421856721242269,4.443563143412272,4.353793430328369,0.1262580497470347
2006-07-04,4.432709508315632,10147500.0,4.414104461669922,7,1,3,4.400150299072266,4.421856721242269,4.352522050009834,0.1255679877195899
2006-07-05,4.40945291098371,13266000.0,4.428058624267578,7,2,3,4.414104461669922,4.400150299072266,4.349483156204224,0.12281683696581147
2006-07-06,4.39550015016014,8097000.0,4.353638172149658,7,3,3,4.428058624267578,4.414104461669922,4.34467674891154,0.11645494958078405
2006-07-07,4.348985887827637,8380000.0,4.290379047393799,7,4,3,4.353638172149658,4.428058624267578,4.3400254090627035,0.11305620064913777
2006-07-08,4.33193160118004,7246000.0,4.301853020985921,7,5,3,4.290379047393799,4.353638172149658,4.3354360898335775,0.11215022089688337
2006-07-09,4.314877314532444,6112000.0,4.313326994578044,7,6,3,4.301853020985921,4.290379047393799,4.330857049094306,0.11055959583240059
2006-07-10,4.297823027884847,4978000.0,4.324800968170166,7,0,3,4.313326994578044,4.301853020985921,4.3264744758605955,0.10847317255689512
2006-07-11,4.324799329109703,8079000.0,4.3117756843566895,7,1,3,4.324800968170166,4.313326994578044,4.323332272635566,0.10705455515732162
2006-07-12,4.31642678984742,7672000.0,4.237354278564453,7,2,3,4.3117756843566895,4.324800968170166,4.320613797505697,0.1062482184755904
2006-07-13,4.2029336232753405,16625000.0,4.160141468048096,7,3,3,4.237354278564453,4.3117756843566895,4.316272513071696,0.10692110387510737
2006-07-14,4.150840059938617,9663000.0,4.088512420654297,7,4,3,4.160141468048096,4.237354278564453,4.3138537565867106,0.10966237743142757
2006-07-15,4.128823929991728,8594666.666666666,4.089752991994222,7,5,3,4.088512420654297,4.160141468048096,4.3102256774902346,0.11530485742772484
2006-07-16,4.106807800044838,7526333.333333334,4.090993563334147,7,6,3,4.089752991994222,4.088512420654297,4.304065222210355,0.12201740927296216
2006-07-17,4.084791670097949,6458000.0,4.092234134674072,7,0,3,4.090993563334147,4.089752991994222,4.30082999865214,0.1264072863678075
2006-07-18,4.092234012515204,12483000.0,4.083861351013184,7,1,3,4.092234134674072,4.090993563334147,4.298338990741305,0.12982632088167864
2006-07-19,4.084793361149442,15840000.0,4.212239742279053,7,2,3,4.083861351013184,4.092234134674072,4.296271753311157,0.13279743179537026
2006-07-20,4.223400436451178,8829000.0,4.237354278564453,7,3,3,4.212239742279053,4.083861351013184,4.299186658859253,0.12983025379209986
2006-07-21,4.237356850763623,8510000.0,4.212239742279053,7,4,3,4.237354278564453,4.212239742279053,4.3039310296376545,0.1246078240473972
2006-07-22,4.234255748975696,7345666.666666667,4.203557014465332,7,5,3,4.212239742279053,4.237354278564453,4.303869072596232,0.12465448383799484
2006-07-23,4.231154647187768,6181333.333333334,4.194874286651611,7,6,3,4.203557014465332,4.212239742279053,4.299486509958903,0.1258267181713872
2006-07-24,4.228053545399841,5017000.0,4.186191558837891,7,0,3,4.194874286651611,4.203557014465332,4.293729225794475,0.12655234523956008
2006-07-25,4.204795184413641,6900000.0,4.28665828704834,7,1,3,4.186191558837891,4.194874286651611,4.287114016215006,0.12682253563801024
2006-07-26,4.292242187876242,10338000.0,4.342476844787598,7,2,3,4.28665828704834,4.186191558837891,4.283279196421305,0.12496387551485318
2006-07-27,4.362941577844228,6009000.0,4.327591419219971,7,3,3,4.342476844787598,4.28665828704834,4.280736494064331,0.12287069928188038
2006-07-28,4.32666104147227,4339000.0,4.307125568389893,7,4,3,4.327591419219971,4.342476844787598,4.278286790847778,0.12110856361231097
2006-07-29,4.320149282599261,4431333.333333333,4.293791770935059,7,5,3,4.307125568389893,4.327591419219971,4.276240173975626,0.12004517680175919
2006-07-30,4.3136375237262525,4523666.666666667,4.280457973480225,7,6,3,4.293791770935059,4.307125568389893,4.270524247487386,0.1146975457338486
2006-07-31,4.307125764853244,4616000.0,4.267124176025391,7,0,3,4.280457973480225,4.293791770935059,4.264363861083984,0.10868250376222013
2006-08-01,4.271775926693711,7390000.0,4.186191558837891,8,1,3,4.267124176025391,4.280457973480225,4.258482562171088,0.10329106152556139
2006-08-02,4.464339222400215,53372000.0,4.6531829833984375,8,2,3,4.186191558837891,4.267124176025391,4.250627056757609,0.09932285612099266
2006-08-03,4.570391219241619,21689000.0,4.650393962860107,8,3,3,4.6531829833984375,4.186191558837891,4.259061479568482,0.12086552118519599
2006-08-04,4.679230133195079,14216000.0,4.655973434448242,8,4,3,4.650393962860107,4.6531829833984375,4.266937796274821,0.13782640848048167
2006-08-05,4.685432023251633,11783333.333333334,4.688532829284668,8,5,3,4.655973434448242,4.650393962860107,4.274534956614176,0.1525128314063084
2006-08-06,4.691633913308186,9350666.666666668,4.721092224121095,8,6,3,4.688532829284668,4.655973434448242,4.28569811185201,0.1697811154139782
2006-08-07,4.69783580336474,6918000.0,4.75365161895752,8,0,3,4.721092224121095,4.688532829284668,4.30005521774292,0.1874792415671645
2006-08-08,4.753652608872743,14073000.0,4.890401363372803,8,1,3,4.75365161895752,4.721092224121095,4.31511517100864,0.20495987091394294
2006-08-09,4.930402882440504,15043000.0,4.916448593139648,8,2,3,4.890401363372803,4.75365161895752,4.334350983301799,0.23029953682401552
